S=10
R=52
1,1,197
1,2,533
1,3,272
1,4,140
1,5,107
1,6,259
1,7,549
1,8,229
1,9,90
1,10,240
2,1,306
2,2,217
2,3,288
2,4,105
2,5,535
2,6,338
2,7,396
2,8,277
2,9,553
2,10,342
3,1,388
3,2,467
3,3,571
3,4,453
3,5,309
3,6,298
3,7,198
3,8,354
3,9,321
3,10,209
4,1,472
4,2,460
4,3,362
4,4,416
4,5,193
4,6,470
4,7,153
4,8,202
4,9,135
4,10,137
5,1,92
5,2,309
5,3,574
5,4,346
5,5,162
5,6,152
5,7,516
5,8,456
5,9,374
5,10,460
6,1,523
6,2,407
6,3,550
6,4,285
6,5,154
6,6,345
6,7,302
6,8,150
6,9,184
6,10,510
7,1,478
7,2,323
7,3,563
7,4,269
7,5,579
7,6,434
7,7,364
7,8,559
7,9,212
7,10,310
8,1,432
8,2,83
8,3,525
8,4,487
8,5,383
8,6,361
8,7,302
8,8,474
8,9,221
8,10,241
9,1,430
9,2,302
9,3,456
9,4,126
9,5,325
9,6,419
9,7,333
9,8,91
9,9,110
9,10,367
10,1,116
10,2,129
10,3,367
10,4,93
10,5,196
10,6,568
10,7,138
10,8,556
10,9,316
10,10,187
